date, categorie, data
20-12-2018 09:52:40, RssToDb, Nombres de nouveux articles:172 
20-12-2018 09:52:50, Medpol, Benoît Lutgen | Benoît Lutgen | Benoît Lutgen | Wouter Beke | Wouter Beke | Elio Di Rupo | Elio Di Rupo | Elio Di Rupo | Alexander De Croo | Charles Michel | Charles Michel | Charles Michel | Charles Michel | Bart De Wever | Bart De Wever | Bart De Wever | Barbara Pas | Olivier Chastel | Olivier Chastel |  
20-12-2018 09:52:50, time, 13.44 
20-12-2018 09:53:42, Nombre d'articles par media, dh:37605 
20-12-2018 09:53:42, Nombre d'articles par media, lalibre:52431 
20-12-2018 09:53:42, Nombre d'articles par media, lecho:5846 
20-12-2018 09:53:42, Nombre d'articles par media, lesoir:21395 
20-12-2018 09:53:42, Nombre d'articles par media, levif:7791 
20-12-2018 09:53:42, Nombre d'articles par media, rtbf:15956 
20-12-2018 09:53:42, Nombre d'articles par media, rtl:35279 
20-12-2018 09:53:42, Nombre d'articles par media, sudinfo:8552 
20-12-2018 09:53:42, Nombre d'articles total, 184855 
20-12-2018 11:55:23, RssToDb, Nombres de nouveux articles:178 
20-12-2018 11:55:35, Medpol, Wouter Beke | Olivier Maingain | Charles Michel | Charles Michel | Charles Michel | Olivier Chastel | Olivier Chastel | Olivier Chastel | Olivier Chastel |  
20-12-2018 11:55:35, time, 13.54 
20-12-2018 11:56:25, Nombre d'articles par media, dh:37640 
20-12-2018 11:56:25, Nombre d'articles par media, lalibre:52466 
20-12-2018 11:56:25, Nombre d'articles par media, lecho:5853 
20-12-2018 11:56:25, Nombre d'articles par media, lesoir:21419 
20-12-2018 11:56:25, Nombre d'articles par media, levif:7795 
20-12-2018 11:56:25, Nombre d'articles par media, rtbf:15967 
20-12-2018 11:56:25, Nombre d'articles par media, rtl:35331 
20-12-2018 11:56:25, Nombre d'articles par media, sudinfo:8562 
20-12-2018 11:56:25, Nombre d'articles total, 185033 
20-12-2018 13:58:18, RssToDb, Nombres de nouveux articles:173 
20-12-2018 13:58:36, Medpol, Wouter Beke | Paul Furlan | Paul Furlan | Olivier Maingain | Olivier Chastel |  
20-12-2018 13:58:36, time, 13.84 
20-12-2018 13:59:27, Nombre d'articles par media, dh:37672 
20-12-2018 13:59:27, Nombre d'articles par media, lalibre:52503 
20-12-2018 13:59:27, Nombre d'articles par media, lecho:5857 
20-12-2018 13:59:27, Nombre d'articles par media, lesoir:21432 
20-12-2018 13:59:27, Nombre d'articles par media, levif:7801 
20-12-2018 13:59:27, Nombre d'articles par media, rtbf:15981 
20-12-2018 13:59:27, Nombre d'articles par media, rtl:35385 
20-12-2018 13:59:27, Nombre d'articles par media, sudinfo:8575 
20-12-2018 13:59:27, Nombre d'articles total, 185206 
20-12-2018 16:01:12, RssToDb, Nombres de nouveux articles:157 
20-12-2018 16:01:29, Medpol, Theo Francken | Theo Francken | Bart De Wever | Nicolas Tzanetatos | Olivier Chastel | Olivier Chastel | Rachid Madrane |  
20-12-2018 16:01:29, time, 13.70 
20-12-2018 16:02:20, Nombre d'articles par media, dh:37708 
20-12-2018 16:02:20, Nombre d'articles par media, lalibre:52529 
20-12-2018 16:02:20, Nombre d'articles par media, lecho:5859 
20-12-2018 16:02:20, Nombre d'articles par media, lesoir:21451 
20-12-2018 16:02:20, Nombre d'articles par media, levif:7809 
20-12-2018 16:02:20, Nombre d'articles par media, rtbf:15992 
20-12-2018 16:02:20, Nombre d'articles par media, rtl:35430 
20-12-2018 16:02:20, Nombre d'articles par media, sudinfo:8585 
20-12-2018 16:02:20, Nombre d'articles total, 185363 
20-12-2018 18:03:57, RssToDb, Nombres de nouveux articles:122 
20-12-2018 18:04:05, Medpol, Charles Michel | Charles Michel | Charles Michel | Charles Michel | Theo Francken | Rachid Madrane |  
20-12-2018 18:04:05, time, 13.41 
20-12-2018 18:04:56, Nombre d'articles par media, dh:37729 
20-12-2018 18:04:56, Nombre d'articles par media, lalibre:52551 
20-12-2018 18:04:56, Nombre d'articles par media, lecho:5863 
20-12-2018 18:04:56, Nombre d'articles par media, lesoir:21466 
20-12-2018 18:04:56, Nombre d'articles par media, levif:7815 
20-12-2018 18:04:56, Nombre d'articles par media, rtbf:16001 
20-12-2018 18:04:56, Nombre d'articles par media, rtl:35468 
20-12-2018 18:04:56, Nombre d'articles par media, sudinfo:8592 
20-12-2018 18:04:56, Nombre d'articles total, 185485 
20-12-2018 20:06:35, RssToDb, Nombres de nouveux articles:107 
20-12-2018 20:06:43, Medpol, Benoît Lutgen | Benoît Lutgen | Daniel Bacquelaine | Elio Di Rupo | Elio Di Rupo | Charles Michel | Charles Michel | Theo Francken | Theo Francken | Bart De Wever | Bart De Wever | Siegfried Bracke | Raoul Hedebouw | Raoul Hedebouw |  
20-12-2018 20:06:44, time, 13.45 
20-12-2018 20:07:34, Nombre d'articles par media, dh:37741 
20-12-2018 20:07:34, Nombre d'articles par media, lalibre:52577 
20-12-2018 20:07:34, Nombre d'articles par media, lecho:5865 
20-12-2018 20:07:34, Nombre d'articles par media, lesoir:21486 
20-12-2018 20:07:34, Nombre d'articles par media, levif:7820 
20-12-2018 20:07:34, Nombre d'articles par media, rtbf:16009 
20-12-2018 20:07:34, Nombre d'articles par media, rtl:35493 
20-12-2018 20:07:34, Nombre d'articles par media, sudinfo:8601 
20-12-2018 20:07:34, Nombre d'articles total, 185592 
20-12-2018 22:02:49, RssToDb, Nombres de nouveux articles:8 
20-12-2018 22:02:50, Medpol, none 
20-12-2018 22:02:50, time, 6.92 
20-12-2018 22:03:40, Nombre d'articles par media, dh:37741 
20-12-2018 22:03:40, Nombre d'articles par media, lalibre:52585 
20-12-2018 22:03:40, Nombre d'articles par media, lecho:5865 
20-12-2018 22:03:40, Nombre d'articles par media, lesoir:21486 
20-12-2018 22:03:40, Nombre d'articles par media, levif:7820 
20-12-2018 22:03:40, Nombre d'articles par media, rtbf:16009 
20-12-2018 22:03:40, Nombre d'articles par media, rtl:35493 
20-12-2018 22:03:40, Nombre d'articles par media, sudinfo:8601 
20-12-2018 22:03:40, Nombre d'articles total, 185600 
21-12-2018 00:05:14, RssToDb, Nombres de nouveux articles:156 
21-12-2018 00:05:25, Medpol, Alexander De Croo | Alexander De Croo | Alexander De Croo | Florence Reuter | Florence Reuter | Florence Reuter | Laurence Smets | Benjamin Goes | Valérie De Bue | Veerle Wouters | Veerle Wouters | Veerle Wouters |  
21-12-2018 00:05:25, time, 13.40 
21-12-2018 00:06:16, Nombre d'articles par media, dh:37756 
21-12-2018 00:06:16, Nombre d'articles par media, lalibre:52619 
21-12-2018 00:06:16, Nombre d'articles par media, lecho:5871 
21-12-2018 00:06:16, Nombre d'articles par media, lesoir:21508 
21-12-2018 00:06:16, Nombre d'articles par media, levif:7825 
21-12-2018 00:06:16, Nombre d'articles par media, rtbf:16014 
21-12-2018 00:06:16, Nombre d'articles par media, rtl:35555 
21-12-2018 00:06:16, Nombre d'articles par media, sudinfo:8608 
21-12-2018 00:06:16, Nombre d'articles total, 185756 
21-12-2018 02:08:13, RssToDb, Nombres de nouveux articles:22 
21-12-2018 02:08:17, Medpol, none 
21-12-2018 02:08:17, time, 13.69 
21-12-2018 02:09:25, Nombre d'articles par media, dh:37756 
21-12-2018 02:09:25, Nombre d'articles par media, lalibre:52626 
21-12-2018 02:09:25, Nombre d'articles par media, lecho:5873 
21-12-2018 02:09:25, Nombre d'articles par media, lesoir:21508 
21-12-2018 02:09:25, Nombre d'articles par media, levif:7825 
21-12-2018 02:09:25, Nombre d'articles par media, rtbf:16015 
21-12-2018 02:09:25, Nombre d'articles par media, rtl:35567 
21-12-2018 02:09:25, Nombre d'articles par media, sudinfo:8608 
21-12-2018 02:09:25, Nombre d'articles total, 185778 
21-12-2018 04:10:59, RssToDb, Nombres de nouveux articles:24 
21-12-2018 04:11:05, Medpol, none 
21-12-2018 04:11:05, time, 13.32 
21-12-2018 04:11:54, Nombre d'articles par media, dh:37758 
21-12-2018 04:11:54, Nombre d'articles par media, lalibre:52635 
21-12-2018 04:11:54, Nombre d'articles par media, lecho:5874 
21-12-2018 04:11:54, Nombre d'articles par media, lesoir:21508 
21-12-2018 04:11:54, Nombre d'articles par media, levif:7825 
21-12-2018 04:11:54, Nombre d'articles par media, rtbf:16015 
21-12-2018 04:11:54, Nombre d'articles par media, rtl:35579 
21-12-2018 04:11:54, Nombre d'articles par media, sudinfo:8608 
21-12-2018 04:11:54, Nombre d'articles total, 185802 
21-12-2018 06:13:25, RssToDb, Nombres de nouveux articles:90 
21-12-2018 06:13:35, Medpol, Dimitri Fourny | Charles Michel | Charles Michel | François Bellot | François Bellot | Nadia El Yousfi |  
21-12-2018 06:13:35, time, 13.35 
21-12-2018 06:14:25, Nombre d'articles par media, dh:37781 
21-12-2018 06:14:25, Nombre d'articles par media, lalibre:52646 
21-12-2018 06:14:25, Nombre d'articles par media, lecho:5876 
21-12-2018 06:14:25, Nombre d'articles par media, lesoir:21521 
21-12-2018 06:14:25, Nombre d'articles par media, levif:7827 
21-12-2018 06:14:25, Nombre d'articles par media, rtbf:16030 
21-12-2018 06:14:25, Nombre d'articles par media, rtl:35595 
21-12-2018 06:14:25, Nombre d'articles par media, sudinfo:8616 
21-12-2018 06:14:25, Nombre d'articles total, 185892 
21-12-2018 08:16:19, RssToDb, Nombres de nouveux articles:162 
21-12-2018 08:16:29, Medpol, Charles Michel | Charles Michel | Charles Michel |  
21-12-2018 08:16:29, time, 13.74 
21-12-2018 08:17:20, Nombre d'articles par media, dh:37799 
21-12-2018 08:17:20, Nombre d'articles par media, lalibre:52684 
21-12-2018 08:17:20, Nombre d'articles par media, lecho:5885 
21-12-2018 08:17:20, Nombre d'articles par media, lesoir:21535 
21-12-2018 08:17:20, Nombre d'articles par media, levif:7838 
21-12-2018 08:17:20, Nombre d'articles par media, rtbf:16049 
21-12-2018 08:17:20, Nombre d'articles par media, rtl:35640 
21-12-2018 08:17:20, Nombre d'articles par media, sudinfo:8624 
21-12-2018 08:17:20, Nombre d'articles total, 186054 
21-12-2018 10:19:00, RssToDb, Nombres de nouveux articles:128 
21-12-2018 10:19:09, Medpol, Mark Vos | Mark Vos | Alexander De Croo | Alexander De Croo | Charles Michel | Charles Michel | Charles Michel | Theo Francken | Theo Francken | Siegfried Bracke | Geert Bourgeois | Geert Bourgeois |  
21-12-2018 10:19:09, time, 13.47 
21-12-2018 10:20:01, Nombre d'articles par media, dh:37821 
21-12-2018 10:20:01, Nombre d'articles par media, lalibre:52703 
21-12-2018 10:20:01, Nombre d'articles par media, lecho:5893 
21-12-2018 10:20:01, Nombre d'articles par media, lesoir:21547 
21-12-2018 10:20:01, Nombre d'articles par media, levif:7844 
21-12-2018 10:20:01, Nombre d'articles par media, rtbf:16065 
21-12-2018 10:20:01, Nombre d'articles par media, rtl:35675 
21-12-2018 10:20:01, Nombre d'articles par media, sudinfo:8634 
21-12-2018 10:20:01, Nombre d'articles total, 186182 
21-12-2018 12:21:42, RssToDb, Nombres de nouveux articles:157 
21-12-2018 12:21:54, Medpol, Alexander De Croo | Alexander De Croo | Rudi Vervoort | Rudi Vervoort | Charles Michel | Charles Michel | Charles Michel | Theo Francken | Theo Francken | Jean-Claude Vincent | Jean-Claude Vincent | François Bellot | François Bellot | David Volant |  
